product_name,product_type,brand,brand_tier,price,price_segment,num_ingredients,num_skin_types,num_effects,complexity_score,has_key_active,skin_dry,skin_sensitive,skin_acne_prone,skin_oily,skin_combination,skin_normal,effect_hydrating,effect_barrier_repair,effect_soothing,effect_sun_protection,effect_acne_control,effect_brightening,effect_exfoliating,effect_anti-aging,effect_anti_aging,effect_general_skincare,product_cluster
Burt's Bees Lip Balm - Mango Lip Balm Tubes 4.25g,Balm,Burt's,Budget,3.99,Budget,14,1,1,0.1657784911717496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Maybelline Baby Lips Cherry Me,Balm,Maybelline,Budget,3.99,Budget,41,1,2,0.329983948635634,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Omorovicza Perfecting Lip Balm (10ml),Balm,Omorovicza,Premium,34.0,Mid-range,33,1,2,0.2940288924558587,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2
DECLÉOR Aromessence Ylang Ylang Night Balm 15ml,Balm,DECLÉOR,Premium,31.5,Mid-range,25,1,1,0.2152166934189406,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mama Mio Keep Calm Nipple Balm 30ml,Balm,Mama Mio,Mid-range,12.0,Affordable,11,1,1,0.15229534510433385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
yes to Coconut Cleansing Balm 120g,Balm,yes,Budget,9.99,Budget,14,1,1,0.1657784911717496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Lanolips Rose Gold 101 Ointment For Lips + Cheeks 9g,Balm,Lanolips,Budget,13.0,Affordable,14,1,1,0.1657784911717496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frank Body Lip Balm Original 15ml,Balm,Frank,Budget,6.95,Budget,17,1,1,0.1792616372391653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
REN Clean Skincare Evercalm Overnight Recovery Balm 30ml,Balm,REN,Premium,40.0,Mid-range,27,1,2,0.2670626003210273,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Rituals The Ritual of Sakura Hand Balm 175ml,Balm,Rituals,Budget,9.9,Budget,39,4,4,0.5867094703049759,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1
Lanolips 101 Ointment Multi-Balm - Peach 10g,Balm,Lanolips,Budget,8.99,Budget,1,1,1,0.10735152487961475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
DECLÉOR Green Mandarin Night Balm 15ml,Balm,DECLÉOR,Premium,35.0,Mid-range,24,1,1,0.2107223113964687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Weleda Lip Balm (4.8g),Balm,Weleda,Budget,4.95,Budget,14,1,1,0.1657784911717496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
PIXI Rose Flash Balm 45ml,Balm,PIXI,Mid-range,26.0,Mid-range,22,1,2,0.2445906902086677,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Balance Me Cleanse and Smooth Face Balm 125ml,Balm,Balance,Mid-range,16.0,Affordable,27,1,1,0.22420545746388443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
First Aid Beauty Ultra Repair Intensive Lip Balm (10g),Balm,First Aid Beauty,Mid-range,16.0,Affordable,28,2,2,0.3315569823434992,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Dr. PAWPAW Original Balm 100ml,Balm,Dr.,Budget,18.99,Affordable,4,1,1,0.12083467094703049,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dr Hauschka Lip Balm 4.5ml,Balm,Dr,Premium,10.5,Affordable,25,1,1,0.2152166934189406,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
By Terry Baume de Rose Flaconnette 7ml,Balm,By,Premium,32.5,Mid-range,41,2,3,0.4328410914927769,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
DECLÉOR Aromessence Magnolia Youthful Night Balm 15ml,Balm,DECLÉOR,Premium,46.2,Mid-range,26,1,1,0.21971107544141252,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REN Rosa Centifolia No.1 Purity Cleansing Balm,Balm,REN,Premium,23.0,Affordable,23,1,2,0.24908507223113963,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Dr. PAWPAW Hot Pink Balm 25ml,Balm,Dr.,Budget,6.95,Budget,9,1,2,0.1861637239165329,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Lanolips Tinted SPF30 Balm - Red Apple 12.5g,Balm,Lanolips,Budget,8.99,Budget,22,1,2,0.2445906902086677,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spa Magik Organiks Wrinkle Therapy Moisture Melt Cleansing Balm 100ml,Balm,Spa,Budget,14.95,Affordable,21,1,1,0.19723916532905297,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uriage Xémose Anti-Itch Soothing Oil Balm 500ml,Balm,Uriage,Mid-range,20.89,Affordable,24,1,3,0.29643659711075443,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
benefit Dr Feelgood Velvety Complexion Balm,Balm,benefit,Mid-range,29.0,Mid-range,23,1,1,0.20622792937399678,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
Jurlique Rose Love Balm (15ml),Balm,Jurlique,Mid-range,12.0,Affordable,26,1,2,0.26256821829855537,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Aurelia Probiotic Skincare Refine and Polish Miracle Balm 75ml,Balm,Aurelia,Premium,45.6,Mid-range,32,1,2,0.28953451043338685,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Rituals The Ritual of Ayurveda Hand Balm 175ml,Balm,Rituals,Budget,9.9,Budget,38,4,4,0.582215088282504,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1
Rodial Bee Venom Cleansing Balm 100ml,Balm,Rodial,Premium,65.0,Premium,26,4,4,0.528282504012841,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
Indeed Labs Watermelon Melting Balm 100ml,Balm,Indeed Labs,Mid-range,24.99,Affordable,24,1,2,0.25357945425361156,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DECLÉOR Cica-Botanic Balm,Balm,DECLÉOR,Premium,24.5,Affordable,21,1,1,0.19723916532905297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
OSKIA Micro Exfoliating Balm - 50ml,Balm,OSKIA,Premium,52.0,Premium,28,3,1,0.34869983948635636,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Laura Mercier Infusion de Rose Lip Balm 3.4g,Balm,Laura,Premium,17.0,Affordable,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oh K! SOS Soothing Facial Balm 100ml,Balm,Oh,Budget,8.0,Budget,26,4,5,0.571139646869984,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
By Terry Baume De Rose Nutri-Couleur Lip Balm 7g,Balm,By,Premium,36.0,Mid-range,42,1,2,0.33447833065810595,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
MONU Recovery Balm (50ml),Balm,MONU,Premium,32.0,Mid-range,42,2,3,0.4373354735152488,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
Darphin Intral Redness Relief Recovery Balm,Balm,Darphin,Premium,48.0,Mid-range,44,2,3,0.44632423756019257,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Darphin Aromatic Cleansing Balm with Rosewood 125ml,Balm,Darphin,Premium,75.0,Premium,26,1,3,0.30542536115569824,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Holika Holika Good Cera Super Ceramide Moisture Balm 40ml,Balm,Holika Holika,Budget,21.95,Affordable,45,2,3,0.45081861958266456,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Garnier Organic Argan Rescue Balm 50ml,Balm,Garnier,Budget,9.99,Budget,25,4,4,0.5237881219903692,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
Menaji Lip Balm Agent (0.15oz./4.2g),Balm,Menaji,Budget,4.33,Budget,9,1,1,0.14330658105939004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
MONUPLUS Beauty Balm (50ml),Balm,MONUPLUS,Premium,39.95,Mid-range,31,1,2,0.2850401284109149,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Ritual of Namasté Restoring Night Balm 50ml,Balm,The,Mid-range,39.9,Mid-range,36,2,2,0.36751203852327446,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
yes to Cucumbers Exfoliating Cleansing Balm 120g,Balm,yes,Budget,9.99,Budget,22,1,1,0.20173354735152485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Clinique Superbalm Lip Treatment 7ml,Balm,Clinique,Mid-range,14.0,Affordable,25,1,2,0.25807383627608343,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
Alchimie Forever Dry Skin Balm,Balm,Alchimie,Mid-range,17.85,Affordable,24,1,3,0.29643659711075443,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Garnier Hyaluronic Acid and Orange Juice Hydrating Brightening Eye Sheet Mask 6g,Mask,Garnier,Budget,2.99,Budget,19,1,2,0.231107544141252,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
APIVITA Express Moisturizing & Soothing Face Mask - Prickly Pear 2x8ml,Mask,APIVITA,Budget,5.5,Budget,37,2,2,0.37200642054574634,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
PIXI PLUMP Collagen Boost Sheet Mask (Pack of 3),Mask,PIXI,Mid-range,10.0,Budget,43,1,3,0.3818298555377207,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
Benton Aloe Soothing Mask Pack -1 Ea,Mask,Benton,Budget,2.0,Budget,17,1,1,0.1792616372391653,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Holika Holika Pure Essence Mask Sheet - Cucumber,Mask,Holika Holika,Budget,1.95,Budget,23,2,2,0.3090850722311396,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Holika Holika Pure Essence Mask Sheet - Avocado,Mask,Holika Holika,Budget,1.95,Budget,28,2,2,0.3315569823434992,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Antipodes Aura Manuka Honey Mask 75ml,Mask,Antipodes,Premium,26.99,Mid-range,18,1,2,0.22661316211878008,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Garnier Moisture Bomb Green Tea Hydrating Face Sheet Mask for Combination Skin 32g,Mask,Natio,Budget,2.99,Budget,21,1,2,0.24009630818619582,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Holika Holika Pure Essence Mask Sheet - Pearl,Mask,Holika Holika,Budget,1.95,Budget,27,5,3,0.5499197431781702,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Holika Holika Pure Essence Mask Sheet - Charcoal,Mask,Holika Holika,Budget,1.95,Budget,24,2,2,0.31357945425361156,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Garnier Hyaluronic Acid and Coconut Water Hydrating Replumping Eye Sheet Mask 6g,Mask,Garnier,Budget,2.99,Budget,19,1,2,0.231107544141252,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ambre Solaire After Sun Cooling Hyaluronic Acid Face Sheet Mask 32g,Mask,Ambre,Budget,2.5,Budget,22,1,2,0.2445906902086677,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
REN Clean Skincare Glycol Lactic Radiance Mask,Mask,REN,Premium,36.0,Mid-range,28,1,2,0.2715569823434992,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NARS Cosmetics Aqua Gel Luminous Mask,Mask,NARS,Premium,31.0,Mid-range,43,1,2,0.3389727126805778,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Garnier Moisture Bomb Camomile Hydrating Face Sheet Mask for Dry and Sensitive Skin 32g,Mask,Garnier,Budget,2.99,Budget,21,1,2,0.24009630818619582,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Holika Holika Pure Essence Mask Sheet - Strawberry,Mask,Holika Holika,Budget,1.95,Budget,26,2,2,0.32256821829855536,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
La Roche-Posay Effaclar Clay Mask 100ml,Mask,La Roche-Posay,Mid-range,14.0,Affordable,19,2,3,0.3339646869983949,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
APIVITA Express Intense Moisturizing Face Mask - Cucumber 2x8ml,Mask,APIVITA,Budget,4.0,Budget,41,2,2,0.389983948635634,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
APIVITA Express Moisturizing Face Mask - Sea Lavender 2x8ml,Mask,APIVITA,Budget,4.0,Budget,42,2,2,0.39447833065810595,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
APIVITA Express Radiance Face Mask - Orange 2x8ml,Mask,APIVITA,Budget,4.0,Budget,40,2,2,0.3854895666131621,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Holika Holika Pure Essence Mask Sheet - Damask Rose,Mask,Holika Holika,Budget,1.95,Budget,23,2,2,0.3090850722311396,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Garnier Moisture Bomb Lavender Hydrating Face Sheet Mask for Fatigued Skin 32g,Mask,Garnier,Budget,2.99,Budget,19,1,1,0.18825040128410914,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Holika Holika Baby Silky Foot Mask Sheet,Mask,Holika Holika,Budget,3.95,Budget,38,4,5,0.6250722311396468,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
Oh K! Peeling Foot Mask 20ml,Mask,Oh,Budget,8.5,Budget,19,4,3,0.4539646869983949,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
Garnier Moisture Bomb Sakura Hydrating Face Sheet Mask for Dull Skin 32g,Mask,Garnier,Budget,2.99,Budget,20,1,1,0.19274478330658104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Garnier Charcoal and Algae Purifying and Hydrating Face Sheet Mask for Enlarged Pores 28g,Mask,Garnier,Budget,2.99,Budget,23,4,4,0.5147993579454253,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
BeautyPro Brightening Collagen Sheet Mask with Vitamin C,Mask,BeautyPro,Budget,4.95,Budget,11,1,3,0.23800963081861956,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3
AHAVA Single Use 24K Gold Mineral Mud Mask 6ml,Mask,AHAVA,Budget,2.36,Budget,42,5,5,0.7030497592295345,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1
APIVITA Express Detox Face Mask - Pumpkin 2x8ml,Mask,APIVITA,Budget,4.0,Budget,37,2,2,0.37200642054574634,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
First Aid Beauty Ultra Repair Instant Oatmeal Mask (56.7g),Mask,First Aid Beauty,Mid-range,20.0,Affordable,34,1,3,0.34138041733547353,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Holika Holika Pure Essence Mask Sheet - Acai Berry,Mask,Holika Holika,Budget,1.95,Budget,26,2,2,0.32256821829855536,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Caudalie Instant Detox Mask (75ml),Mask,Caudalie,Mid-range,22.0,Affordable,31,1,3,0.3278972712680578,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Dermalogica Age Smart Multivitamin Power Recovery Masque 75ml,Mask,Dermalogica,Premium,44.55,Mid-range,48,2,4,0.5071589085072231,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Garnier Fresh-Mix Brightening Face Sheet Shot Mask with Vitamin C 33g,Mask,Garnier,Budget,3.99,Budget,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Holika Holika Pure Essence Mask Sheet - Lemon,Mask,Holika Holika,Budget,1.95,Budget,24,2,2,0.31357945425361156,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
APIVITA Express Radiance Face Mask - Pomegranate 2x8ml,Mask,APIVITA,Budget,4.0,Budget,45,2,2,0.4079614767255217,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Dear, Klairs Rich Moist Soothing Tencel Sheet Mask 25ml",Mask,"Dear,",Budget,3.0,Budget,32,2,3,0.3923916532905297,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Clinique Moisture Surge Overnight Mask 100ml,Mask,Clinique,Mid-range,32.0,Mid-range,41,2,3,0.4328410914927769,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
APIVITA Express Deep Cleansing Face Mask - Green Clay 2x8ml,Mask,APIVITA,Budget,4.0,Budget,38,1,2,0.3165008025682183,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
BeautyPro Detoxifying Foaming Cleansing Sheet Mask with Activated Charcoal,Mask,BeautyPro,Budget,4.95,Budget,12,1,1,0.15678972712680578,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
GLAMGLOW Supermud Mask 15g,Mask,GLAMGLOW,Premium,16.0,Affordable,37,4,4,0.577720706260032,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
Garnier Fresh-Mix Replumping Face Sheet Shot Mask with Hyaluronic Acid 33g,Mask,Garnier,Budget,3.99,Budget,13,1,1,0.16128410914927768,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dear, Klairs Midnight Blue Calming Sheet Mask 25ml",Mask,"Dear,",Budget,3.0,Budget,21,2,2,0.3000963081861958,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AHAVA Single Use Overnight Deep Wrinkle Mask 6ml,Mask,AHAVA,Budget,2.36,Budget,35,5,4,0.6287319422150882,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
Estée Lauder Perfectly Clean Foam Cleanser/Purifying Mask 150ml,Mask,Estée Lauder,Premium,21.6,Affordable,23,3,1,0.3262279293739968,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Origins Original Skin Retexturizing Mask with Rose Clay 75ml,Mask,Origins,Mid-range,22.0,Affordable,41,1,2,0.329983948635634,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
APIVITA Express Moisturizing Face Mask - Aloe 2 x 8ml,Mask,APIVITA,Budget,4.0,Budget,39,2,2,0.3809951845906902,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AHAVA Single Use Brightening & Hydration Mask 6ml,Mask,AHAVA,Budget,2.36,Budget,39,5,5,0.6895666131621188,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1
NIP+FAB Teen Skin Fix Salicylic Acid Sheet Mask,Mask,NIP+FAB,Budget,5.5,Budget,44,4,5,0.6520385232744783,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1
Neutrogena Hydro Boost Hydrogel Recovery Mask 30ml,Mask,Neutrogena,Budget,5.49,Budget,18,1,2,0.22661316211878008,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Garnier Moisture Bomb Deep Sea Water & Hyaluronic Acid Night-Time Eye Tissue Mask 6g,Mask,Garnier,Budget,2.99,Budget,24,1,1,0.2107223113964687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OSKIA Renaissance Mask (50ml),Mask,REN,Premium,60.0,Premium,30,1,3,0.32340288924558586,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
APIVITA Express Firming Face Mask - Royal Jelly 2x8ml,Mask,APIVITA,Budget,5.5,Budget,40,2,1,0.34263242375601927,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PIXI Glow Mud Mask 30ml,Mask,PIXI,Mid-range,18.0,Affordable,28,1,2,0.2715569823434992,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Clinique Moisture Surge Overnight Mask 15ml,Mask,Clinique,Mid-range,7.0,Budget,41,2,3,0.4328410914927769,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
NIP+FAB Glycolic Fix Extreme Bubble Mask 23g,Mask,NIP+FAB,Budget,7.0,Budget,32,2,4,0.43524879614767253,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Aesop Chamomile Concentrate Anti-Blemish Mask 60ml,Mask,Aesop,Premium,31.0,Mid-range,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L'Oréal Paris Pure Clay Detox Face Mask 50ml,Mask,L'Oréal,Budget,7.99,Budget,22,3,1,0.3217335473515249,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Origins Clear Improvement Active Charcoal Mask to Clear Pores 75ml,Mask,Origins,Mid-range,22.0,Affordable,22,1,1,0.20173354735152485,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Peter Thomas Roth Cucumber Gel Mask 14ml,Mask,Peter Thomas Roth,Premium,6.72,Budget,28,2,2,0.3315569823434992,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
APIVITA Express Purifying Face Mask for Oily Skin - Propolis 2x8ml,Mask,APIVITA,Budget,4.0,Budget,36,4,2,0.48751203852327446,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
COSRX Ultimate Nourishing Rice Overnight Spa Mask 60ml,Mask,COSRX,Mid-range,23.0,Affordable,19,5,4,0.5568218298555376,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
REN Clean Skincare Evercalm Ultra Comforting Rescue Mask,Mask,REN,Premium,32.0,Mid-range,40,2,2,0.3854895666131621,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Erno Laszlo Multi-Task Eye Serum Mask (6 Pack),Mask,Erno Laszlo,Premium,35.0,Mid-range,20,5,3,0.5184590690208668,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Holika Holika Baby Silky Hand Mask Sheet,Mask,Holika Holika,Budget,3.95,Budget,37,4,5,0.620577849117175,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
Avène Soothing Radiance Mask 50ml,Mask,Avène,Budget,13.0,Affordable,25,1,1,0.2152166934189406,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BARBER PRO Face Putty Black Peel-Off Mask with Activated Charcoal (3 Applications),Mask,BARBER,Budget,4.95,Budget,32,1,2,0.28953451043338685,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Garnier Ultralift Anti Ageing Radiance Boosting Face Sheet Mask 32g,Mask,Garnier,Budget,3.99,Budget,15,1,1,0.1702728731942215,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FOREO UFO Activated Masks - Call It a Night (7 Pack),Mask,FOREO,Mid-range,9.99,Budget,18,2,1,0.24375601926163723,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Peter Thomas Roth Cucumber Gel Mask 150ml,Mask,Peter Thomas Roth,Premium,41.6,Mid-range,25,2,2,0.31807383627608343,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Peter Thomas Roth Cucumber Hydra-Gel Eye Masks 60 masks,Mask,Peter Thomas Roth,Premium,41.0,Mid-range,32,5,3,0.5723916532905297,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
APIVITA Express Moisturizing Face Mask - Honey 2x8ml,Mask,APIVITA,Budget,4.0,Budget,37,2,1,0.3291492776886035,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Neutrogena Radiance Boost Hydrogel Recovery Mask 30ml,Mask,Neutrogena,Budget,3.5,Budget,25,4,3,0.4809309791332263,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Chantecaille Bio Lift Mask - 50ml,Mask,Chantecaille,Premium,148.0,Luxury,49,2,6,0.5973675762439807,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,2
Rodial Dragon's Blood Eye Mask Single,Mask,Rodial,Premium,6.0,Budget,25,2,2,0.31807383627608343,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
BeautyPro CBD Oil Infused Sheet Mask 22ml,Mask,BeautyPro,Budget,5.95,Budget,13,1,1,0.16128410914927768,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Origins Out of Trouble 10 Minute Mask to Rescue Problem Skin 75ml,Mask,Origins,Mid-range,22.0,Affordable,17,4,5,0.5306902086677368,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1
Dr.Jart+ Cicapair Tiger Grass Calming Mask,Mask,Dr.Jart+,Mid-range,5.5,Budget,37,5,3,0.5948635634028893,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Lancôme Génifique Hydrogel Sheet Mask (1 Mask),Mask,Lancôme,Premium,16.2,Affordable,19,1,2,0.231107544141252,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Holika Holika Skin Rescuer Mask Sheet - Collagen,Mask,Holika Holika,Budget,3.95,Budget,32,2,4,0.43524879614767253,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
AHAVA Single Use Clearing Mask 6ml,Mask,AHAVA,Budget,2.36,Budget,34,2,3,0.40138041733547347,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
FARMACY Honey Potion Renewing Antioxidant Hydration Mask,Mask,REN,Premium,36.0,Mid-range,16,2,2,0.27762439807383626,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Liz Earle Deep Cleansing Mask 75ml,Mask,Liz Earle,Mid-range,19.0,Affordable,20,1,1,0.19274478330658104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vichy Quenching Mineral Mask Duo Sachet 2 x 6ml,Mask,VICHY,Mid-range,3.0,Budget,18,4,2,0.40661316211878007,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
AHAVA Single Use Mud Mask 8ml,Mask,AHAVA,Budget,2.36,Budget,40,4,5,0.6340609951845907,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
Sanctuary Spa Charcoal Bubble Sheet Mask 22g,Mask,Sanctuary Spa,Budget,5.0,Budget,37,2,2,0.37200642054574634,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
MAGICSTRIPES Lifting Collagen Mask (1 Mask),Mask,MAGICSTRIPES,Budget,8.0,Budget,9,1,2,0.1861637239165329,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NIOD Voicemail Masque 50ml,Mask,NIOD,Premium,30.0,Mid-range,27,1,2,0.2670626003210273,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
